customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
4926-UMJZD,Female,0.0,Yes,,,Yes,No,DSL,No,No,No,eYs,No,No,Month-to-month,Yes,Mailed check,49.2,1498.55,0
6848-HJTXY,Female,0.0,Yes,No,64.0,Yes,NO,No,No internet service,No internet service,,No internet service,No internet service,No internet service,,No,Credit card (automatic),19.45,1208.6,0
6341-AEVKX,Female,0.0,Yes,No,62.0,Yes,No,Fiber optic,YES,No,Yes,Yes,eYs,Yes,,Yes,Electronic check,104.3,6613.65,0
4501-EQDRN,Female,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,oN,No,No,No,Month-to-month,NO,Bank transfer (automatic),69.7,69.7,1
2990-HWIML,Female,,No,No,6.0,Yes,No,Fiber optic,No,,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,573.3,1
0682-USIXD,Female,0.0,Yes,No,21.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,,Electronic check,86.05,1818.9,0
6976-BWGLQ,Female,0.0,,Yes,72.0,Yes,Yes,oN,No internet service,No internet service,No internet service,No niternet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.2,1787.35,0
7078-NVFAM,Female,0.0,Yes,,32.0,No,No phone service,DSL,Yes,Yes,,No,No,No,Month-to-month,Yes,Electronic check,,1051.05,0
8065-QBYTO,Female,1.0,No,No,71.0,Yes,Yes,Fiber optic,Yes,Yes,NO,Yes,Yes,No,One year,Yes,Credit card (automatic),99.65,7181.25,0
2133-TSRRM,Female,0.0,No,Yes,34.0,Yes,No,,Yes,Yse,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,3688.6,0
7384-GHBPI,Male,0.0,Yes,No,3.0,No,No phone service,DSL,No,No,No,No,No,,Month-to-month,Yes,Electronic check,35.15,99.75,1
7603-USHJS,Male,0.0,No,Yes,12.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.75,871.4,1
7234-FECYN,Female,1.0,No,No,8.0,Yes,,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,,101.35,708.5,1
2511-ALLCS,Female,0.0,Yes,Yes,35.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,NO INTERNET SERVICE,No internet service,Two year,No,Bank transfer (automatic),24.3,,0
3191-CSNMG,Female,0.0,Yes,Yes,3.0,Yes,No,Fiber optic,No,,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.7,239.45,0
7952-OBOYL,Male,0.0,No,,3.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,oN,,Yes,,,244.45,0
7470-DYNOE,Male,0.0,No,No,53.0,Yes,No,DSL,No,No,Yes,NO,No,Yes,One year,Yes,,61.1,3357.9,0
7853-OETYL,Female,0.0,YES,No,4.0,No,No phone service,DSL,Yes,No,,No,No,,Month-to-month,Yes,Electronic check,29.05,129.6,0
1545-ACTAS,Female,0.0,Yes,Yes,,Yes,No,Fiber optic,es,No,Yes,No,Yes,,One year,Yes,,99.7,4977.2,0
5876-HZVZM,Female,0.0,Yes,Yes,6.0,Yes,No,DSL,Yes,Yes,,No,NO,No,Month-to-month,No,Credit card (automatic),55.9,365.35,1
1400-MMYXY,Male,1.0,Yes,,3.0,Yes,Yes,,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,1
5126-RCXYW,Male,0.0,Yes,Yes,54.0,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),46.0,,0
3085-QUOZK,Female,0.0,No,No,,Yes,No,DSL,No,No,No,No,,No,Month-to-month,,,43.95,43.95,1
2363-BJLSL,,0.0,No,No,,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),80.4,4981.15,0
1956-YIFGE,Male,0.0,Yes,Yes,22.0,Yes,No,Fiber optic,,Yes,Yes,No,Yes,,One year,Yes,Mailed check,100.05,2090.25,0
3926-CUQZX,Male,0.0,No,No,1.0,Yes,No,,,No,,NO,No,No,Month-to-month,Yes,Bank transfer (automatic),45.1,45.1,1
7921-LMDFQ,Male,1.0,oN,No,51.0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.0,4905.75,0
2925-MXLSX,Female,0.0,No,No,30.0,Yes,Yes,DSL,No,Ys,Yes,No,Yes,No,One year,Yes,Credit card (automatic),68.95,2038.7,0
5820-PTRYM,Female,1.0,Yes,No,56.0,Yes,Yes,DSL,Yes,Yes,Yes,,oN,No,One year,,Credit card (automatic),68.45,4014,0
9609-BENEA,Male,0.0,Yes,No,35.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,69.0,,0
6211-WHMYA,Female,1.0,No,No,64.0,No,No phone service,DSL,No,,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,43.85,2751,0
4459-BBGHE,Male,0.0,No,Yes,30.0,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.5,1307.8,0
9945-PSVIP,Female,0.0,Yes,Yes,25.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.7,383.65,0
1041-RXHRA,Female,0.0,No,No,41.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),,2868.05,1
1750-CSKKM,Male,0.0,No,eYs,9.0,Yes,No,DSL,No,oN,No,No,Yes,No,Month-to-month,,Electronic check,55.35,,1
9108-EJFJP,Female,0.0,Yes,No,1.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,,53.55,53.55,0
0530-IJVDB,Male,0.0,,Yes,70.0,Yes,Yes,Fiber optic,Yes,es,,Yes,Yes,Yes,Two year,Yes,Electronic check,114.6,7882.5,0
0508-SQWPL,Female,0.0,Yes,Yes,57.0,Yes,oN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.1,1087.7,0
2215-ZAFGX,Male,,No,No,9.0,Yes,Yes,,No,No,No,No,Yes,No,Month-to-month,Yes,Electroni check,85.5,791.,0
8213-TAZPM,Female,0.0,Yes,,69.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.75,7493.05,0
7142-HVGBG,Male,1.0,Yes,,43.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,,YES,Month-to-month,Yes,Electronic check,,4414.3,1
1304-SEGFY,Female,0.0,Yes,No,,Yes,Yes,Fiber optic,NO,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,97.85,6841.3,0
7242-EDTYC,Male,0.0,No,Yes,44.0,Yes,oN,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,TWO YEAR,No,Bank transfer (automatic),,819.95,0
2904-GGUAZ,Female,0.0,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),,6052.25,0
8267-ZNYVZ,Female,0.0,Yes,No,33.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,,One year,,Electronic check,103.75,3361.05,1
5136-GFPMB,Male,0.0,No,,54.0,Yes,Yes,,No,No,Yes,No,No,Yes,Month-to-month,No,,89.4,4869.5,0
2595-KIWPV,MALE,0.0,No,Yes,27.0,Yes,,No,No internet service,No internet service,No internet service,No internet service,,No internet service,Two year,No,,,590.3,0
5243-SAOTC,Male,0.0,No,No,54.0,Yes,Yes,Fiber optic,No,Yes,No,No,oN,No,,,Bank transfer (automatic),79.85,4308.25,0
9398-MMQTO,Male,0.0,,No,3.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),74.45,221.1,0
7619-PLRLP,Female,0.0,Yes,No,53.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),74.1,3833.95,0
6457-GIRWB,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,69.35,1
6508-NJYRO,Male,0.0,Yes,No,,Yes,,No,No internet service,No internet service,No internet service,No internet service,No internet service,,One year,No,Mailed check,,294.95,0
1450-SKCVI,Female,0.0,,No,56.0,Yes,No,Fiber optic,No,Yes,No,No,,,Month-to-month,Yes,,73.85,4092.85,1
4710-NKCAW,Male,0.0,Yes,,5.0,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),64.4,316.9,0
5306-BVTKJ,Male,0.0,Yes,Yes,48.0,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),55.8,2651.2,0
0357-NVCRI,Female,,No,Yse,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0
5570-PTWEH,Female,0.0,Yes,No,,Yes,,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,216.75,1
2371-KFUOG,Male,0.0,oN,,58.0,Yes,No,Fiber optic,,Yes,No,No,,Yes,One year,,Bank transfer (autoamtic),99.15,5720.95,0
0463-ZSDNT,Male,0.0,No,,10.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.75,503.25,0
6502-MJQAE,Male,0.0,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,,1
6257-DTAYD,Male,0.0,Yes,No,71.0,Yes,Yes,Fiber optic,,Yes,No,Yes,Yes,Yes,,Yes,Credit card (automatic),104.15,7365.3,0
4616-ULAOA,Female,0.0,Yes,Yes,65.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cedit card (automatic),110.8,7245.9,0
7693-LCKZL,,0.0,Yes,Yes,5.0,Yes,,Fiber optic,No,Yes,No,No,No,No,,Yes,Electronic check,80.15,385,1
7746-AWNQW,,0.0,No,No,,No,No phone service,DSL,NO,,Yes,,No,No,Month-to-month,,Mailed check,35.75,,0
5996-EBTKM,Female,0.0,Yes,Yes,67.0,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yse,Bank transfer (automatic),69.9,,0
2758-RNWXS,,0.0,No,No,35.0,Yes,No,,Yes,No,No,Yes,No,Yes,One year,Yes,ELECTRONIC CHECK,89.2,3251.3,0
2314-TNDJQ,Female,0.0,Yes,Yes,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,,55.65,3880.05,0
2405-LBMUW,Female,0.0,Yes,Yes,61.0,No,,DSL,Yes,Yes,No,Yes,No,,One year,Yes,Bank transfer (automatic),50.7,3088.75,0
3454-JFUBC,Male,1.0,No,No,68.0,Yes,No,No,No internet service,No internet service,,No internet service,No internet service,,Two year,Yes,Credit card (automatic),20.0,1396,0
0032-PGELS,Female,0.0,Yes,,1.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),30.5,30.5,1
9039-ZVJDC,Male,0.0,No,No,3.0,Yes,No,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,,,0
6797-LNAQX,Male,0.0,,Yes,70.0,Yes,Yes,,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),,6859.5,1
9013-AQORL,Female,0.0,No,,48.0,No,No phone service,DSL,No,Yes,Yes,NO,No,Yes,Month-to-month,No,,45.55,2108.35,0
2898-MRKPI,Male,0.0,Yes,,68.0,Yes,Yes,Fiber optic,No,YES,No,No,Yes,Yes,One year,Yes,Credit card (automatic),101.05,6770.5,0
2750-BJLSB,Female,0.0,No,No,,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.7,4730.6,0
3648-GZPHF,Male,0.0,Yes,Yes,32.0,No,No phone service,DSL,No,,Yes,Yes,No,No,One eyar,Yes,Mailed check,36.25,1151.05,0
2075-RMJIK,Female,0.0,Yes,Ys,5.0,Yes,No,DSL,Yes,No,,No,No,No,,Yes,Mailed check,49.4,232.55,0
9588-YRFHY,Male,0.0,No,No,49.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,0
6394-MFYNG,Female,0.0,No,,48.0,Yes,Yes,Fiber optic,oN,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,,107.4,5121.3,1
1564-NTYXF,Female,1.0,No,No,13.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,82.0,1127.2,1
9364-YKUVW,Male,0.0,No,No,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,Yes,,19.8,309.4,0
5392-AKEMH,Female,0.0,No,No,12.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,523.1,0
2451-YMUXS,,1.0,No,,67.0,Yes,Yes,,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),64.55,4250.1,0
3914-FDRHP,,0.0,No,No,,Yes,No,Fiber optic,No,No,No,,YES,No,,No,Electronic check,,770.5,0
3078-ZKNTS,Female,0.0,Yes,Yes,13.0,Yes,No,,No internet service,,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.75,246.7,0
1024-KPRBB,Female,0.0,No,No,38.0,Yes,,Fiber optic,No,No,No,,Yes,Yes,One year,eYs,Mailed check,89.1,,0
4690-PKDQG,Female,1.0,Yes,No,42.0,Yes,Yes,Fiber optic,,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.55,3930.6,0
8155-IBNHG,Female,0.0,Yes,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.4,,1
0886-QGENL,Female,1.0,Yes,No,27.0,Yes,No,,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.25,2754.45,1
9547-ITEFG,Male,0.0,,Yes,9.0,Yes,Yes,Fiber optic,No,Yes,Yes,,,Yes,Month-to-month,Yes,Credit card (automatic),102.6,897.75,0
1264-FUHCX,Female,0.0,Yes,No,49.0,No,No phone service,DSL,No,Yes,No,Yes,Yes,YES,One year,Yes,Credit card (automatic),56.3,2780.6,0
7789-CRUVC,Female,1.0,Yes,,,Yes,Yes,Fiber optic,Yes,Yes,,Yes,No,No,Month-to-month,Yes,Credit card (automatic),94.2,5895.45,0
6598-KELSS,Male,0.0,No,Yes,50.0,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.05,2208.05,0
8739-WWKDU,Male,1.0,No,No,25.0,Yes,,Fiber optic,oN,Yes,No,,Yes,No,Month-to-month,Yes,Electronic check,89.5,2196.15,1
8685-WHQPW,Female,1.0,No,No,22.0,Yes,Yes,Fiber optic,No,,oN,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.4,1692.6,1
4745-LSPLO,Male,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,1
8083-YTZES,Male,0.0,No,No,4.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.35,265.35,1
7240-FQLHE,Female,1.0,,No,18.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,,99.75,1836.25,1
6664-FPDAC,Female,1.0,No,No,56.0,Yes,Yes,Fiber optic,No,Yes,Yes,,Yes,Yes,,Yes,Electronic check,,64189.,1
9972-VAFJJ,Female,1.0,,No,53.0,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,94.0,,0
0422-UXFAP,Fmeale,0.0,Yes,No,51.0,Yes,YES,Fiber optic,No,No,Yes,No,,Yes,One year,Yes,Electronic check,98.85,4947.55,0
1904-WAJAA,Female,0.0,Yes,,24.0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,oN,Electronic check,64.35,,0
5130-YPIRV,Female,0.0,Yes,,1848.5376145222538,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,,YES,Credit card (automatic),72.0,4284.2,0
2843-CQMEG,Male,0.0,,NO,24.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.7,1218.25,0
6439-PKTRR,Female,0.0,Yes,YES,70.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,,80.7,5617.95,0
5351-QESIO,Male,0.0,No,Yes,1.0,No,No phone service,DSL,,No,No,No,No,No,Month-to-month,No,Mailed check,24.2,24.2,0
0786-VSSUD,Male,1.0,No,No,16.0,No,No phone service,DSL,No,Yes,No,,Yes,,Month-to-month,es,Mailed check,39.0,679.85,1
5568-DMXZS,Female,0.0,,No,8.0,Yes,No,DSL,NO,Yes,No,Yes,Yes,No,,,Electronic check,65.45,554.45,0
8468-FZTOE,Female,0.0,Yes,Yes,72.0,Yes,,DSL,Yes,Yes,Yes,Yes,No,,Two year,Yes,Electronic check,74.35,5237.4,0
6633-SYEUS,Female,0.0,,No,23.0,Yes,No,Fiber optic,No,Yes,,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.2,2032.3,0
6447-GORXK,Male,0.0,No,Yes,31.0,No,,DSL,No,No,No,No,No,,Moth-to-month,No,Credit card (automatic),,789.2,0
6967-PEJLL,Male,0.0,Yes,Yes,37.0,No,No phone service,DSL,Yes,No,Yes,Yes,oN,No,One year,Yes,Electronic check,40.2,1525.35,0
3976-BWUCK,Female,0.0,Yes,No,1528.5376145222538,Yes,Yes,Fiber optic,,Yes,No,Yes,Yes,No,,Yes,Credit card (automatic),94.1,2804.45,1
5981-ZVXOT,Female,1.0,,No,35.0,Yes,Yes,Fiber optic,,Yes,,No,Yes,Yes,,Yes,Electronic check,108.35,3726.15,0
1684-FLBGS,Female,0.0,Yes,Yes,,Yes,,DSL,No,Yes,,Yes,,oN,Month-to-month,,Credit card (automatic),69.5,1652.1,0
1389-WNUIB,Female,0.0,es,Yes,20.0,Yes,Yes,DSL,eYs,No,,No,Yes,Yes,Oneyear,No,,76.0,1588.75,0
0376-OIWME,Male,0.0,,No,36.0,Yes,No,Fiber optic,Yes,,No,No,Yes,,Month-to-month,Yes,Electronic check,,3366.05,0
3585-ISXZP,,0.0,No,oN,8.0,Yes,Yes,Fiber optic,No,No,No,,Yes,Yes,Month-to-month,No,Bank transfer (automatic),95.65,778.1,1
0218-QNVAS,Male,0.0,Yes,Yes,71.0,Yes,eYs,,No,,No,,Yes,Yes,One year,No,Bank transfer (automatic),100.55,7113.75,0
6583-QGCSI,Female,1.0,,No,50.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,1
0804-YGEQV,Female,0.0,,Yes,43.0,Yes,YES,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,,0
7164-BPTUT,Male,0.0,No,Yes,57.0,Yes,Yes,DSL,Yes,,Yes,Yes,Yes,,Two year,No,Mailed check,,5012.35,0
4174-LPGTI,Female,0.0,Yes,Yes,41.0,Yes,No,DSL,,Yes,ON,Yes,No,Yes,One year,Yes,Bank transfer (automatic),66.5,2728.6,1
2523-EWWZL,FEMALE,0.0,Yes,No,27.0,Yes,No,Fiber optic,No,Yes,oN,No,No,No,Month-to-month,Yes,Electronic check,76.1,2093.4,0
0928-XUTSN,Female,0.0,No,,13.0,Yes,oN,Fiber optic,No,,No,No,No,,Month-to-month,Yes,,80.5,1011.8,0
2108-XWMPY,Male,0.0,No,No,3.0,No,No phone service,DSL,eYs,Yes,No,No,No,No,Month-to-month,Yes,Malied check,35.45,106.85,1
0052-YNYOT,Female,0.0,No,No,67.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,20.55,1343.4,0
6304-IJFSQ,Male,0.0,oN,No,3.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.9,130.1,1
9586-JGQKH,Female,0.0,Yes,No,,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),2556.1492963913934,6794.75,0
4501-VCPFK,,0.0,No,,26.0,No,No phone service,DSL,No,No,Yes,Yes,No,No,,No,lectronic check,35.75,1022.5,0
6075-SLNIL,Male,0.0,No,No,38.0,Yes,Yes,Fiber optic,No,Yes,,No,,Yes,Month-to-month,Yes,Credit card (autmoatic),95.1,3691.2,0
9347-AERRL,Male,,Yes,No,23.0,Yes,,,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,,oN,,19.3,486.2,0
0093-XWZFY,Male,0.0,oN,No,40.0,Yes,Yes,Fiber optic,No,Yes,,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,1
2274-XUATA,Male,1.0,Yes,,72.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),63.1,4685.55,0
1980-KXVPM,Female,1.0,No,NO,3.0,Yes,Yes,,oN,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,,1
7703-ZEKEF,Male,0.0,No,No,23.0,Yes,Yes,Fiber optic,No,,Yes,,No,No,Month-to-month,Yes,Electronic check,81.0,1917.1,1
0723-DRCLG,Female,1.0,Yes,No,1.0,Yes,Yes,Fiber optic,No,No,,No,,No,Month-to-month,Yes,Electronic check,74.45,74.45,1
5482-NUPNA,Female,0.0,No,No,4.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,60.4,272.15,1
6691-CCIHA,Female,0.0,Yes,No,62.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,84.95,5150.55,0
1685-BQULA,Female,0.0,No,No,40.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,,Month-to-month,Yes,Bank transfer a(utomatic),93.4,3756.4,0
9053-EJUNL,Male,0.0,No,No,41.0,Yes,Yes,Fiber optic,No,Yes,No,No,,No,Month-to-month,Yes,Electronic check,89.2,3645.75,0
0666-UXTJO,Male,1.0,,No,34.0,Yes,oN,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.2,2874.45,0
1471-GIQKQ,Female,0.0,,No,1.0,Yes,No,DSL,,Yes,No,No,No,,Month-to-month,No,Electronic check,2001.6492963913934,49.95,0
4807-IZYOZ,FEMALE,18.37901514654594,No,No,51.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1020.75,0
1122-JWTJW,Male,0.0,,Yes,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-o-month,,Mailed check,70.65,70.65,1
9710-NJERN,Female,0.0,No,No,39.0,Yes,No,No,,No internet service,No internet service,No internet service,,No internet service,Two year,No,Mailed check,20.15,826,0
9837-FWLCH,Male,0.0,Yes,Yes,12.0,Yes,No,No,No internet service,No internet service,No niternet service,No internet service,No internet service,No internet service,,Yes,Electronic check,19.2,239,0
1699-HPSBG,Male,0.0,No,No,12.0,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,,727.8,1
7203-OYKCT,Male,0.0,,No,72.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,,Yes,One year,Yes,Electronic check,104.95,7544.3,0
1035-IPQPU,Female,1.0,Yes,No,63.0,Yes,Yes,Fiber optic,No,Yes,Yes,oN,Yes,Yes,Month-to-month,Yes,Electronic check,2537.1492963913934,6479.4,0
7398-LXGYX,Male,0.0,Yes,No,44.0,Yes,Yes,Fiber optic,Yes,,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.8,3626.35,0
2823-LKABH,Female,0.0,No,No,18.0,Yes,Yes,Fiber optic,No,No,YES,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.05,1679.4,0
8775-CEBBJ,,0.0,No,No,,Yes,No,DSL,No,,No,No,No,No,,Yes,Bank transfer (automatic),,403.35,1
0550-DCXLH,Male,0.0,No,No,13.0,Yes,No,,No,Yes,No,,YES,Yes,Month-to-month,No,Mailed check,73.35,931.55,0
9281-CEDRU,Female,0.0,Yes,No,68.0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.1,4326.25,0
2235-DWLJU,Female,1.0,,No,6.0,No,No phone service,DSL,No,NO,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,44.4,,0
0871-OPBXW,Female,,,No,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.05,39.25,0
3605-JISKB,Male,1.0,Yes,No,55.0,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),60.0,3316.1,0
6894-LFHLY,Male,1.0,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,,No,Month-to-month,Yes,Electronic check,,,1
9767-FFLEM,,0.0,No,No,38.0,Yes,No,,NO,No,No,No,No,,Month-to-month,Yes,Credit card (automatic),69.5,2625.25,0
0639-TSIQW,Female,0.0,oN,No,67.0,Yes,Yes,,Yes,Yes,Yes,No,Yes,No,Month-to-month,,Credit card (automatic),102.95,6886.25,1
8456-QDAVC,Male,0.0,No,No,19.0,Yes,No,Fiber optic,,No,No,,Yes,,Month-to-month,,Bank transfer (automatic),78.7,1495.1,0
7750-EYXWZ,Female,0.0,No,No,12.0,No,No phone service,DSL,No,Yes,Yes,,Yes,Yes,One year,No,Electronic check,60.65,743.3,0
2569-WGERO,Female,0.0,No,No,72.0,Yes,No,No,,No internet service,No internet service,No internet service,No internet service,NO INTERNET SERVICE,Two year,Yes,Bank transfer (automatic),,1419.4,0
6840-RESVB,Male,0.0,Yes,Yes,24.0,Yes,Yes,DSL,Ye,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,84.8,1990.5,0
2234-XADUH,Female,0.0,Yes,Yes,72.0,Yes,Yes,Fiber optic,No,Yes,Ye,No,Yes,,,Yes,Credit card (automatic),103.2,7362.9,0
4801-JZAZL,Femae,,Yes,Ye,11.0,No,No phone service,,Yes,No,No,No,No,No,Month-to-month,,Electronic check,29.6,346.45,0
8361-LTMKD,Male,,Yes,No,4.0,Yes,Yes,,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.4,306.6,1
3186-AJIEK,Male,0.0,No,No,66.0,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,,0
1024-GUALD,Female,0.0,Yes,No,1.0,No,No phone service,DSL,oN,No,No,,oN,No,Month-to-month,Yes,Electronic check,24.8,24.8,1
0484-JPBRU,Male,0.0,No,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),,996.45,0
3620-EHIMZ,Female,0.0,Yes,Yes,52.0,Yes,No,,No internet servcie,No internet service,No internet service,No internet service,No internet service,,,No,Mailed check,19.35,,0
6910-HADCM,Female,0.0,No,No,1.0,Yes,oN,,No,,,No,No,,Month-to-month,No,Electronic check,76.35,76.35,1
8587-XYZSF,Male,0.0,No,No,67.0,Yes,No,DLS,No,No,,Yes,No,No,Two year,No,Bank transfer (automatic),50.55,3260.1,0
