person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
37.0,155000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,20000.0,6.54,0.0,0.13,N,15.0
25.0,250000,MORTGAGE,4.0,,A,10575.0,6.99,0.0,0.04,N,
33.0,65000,RENT,1.0,MEDICAL,C,4000.0,12.87,0.0,0.06,N,7.0
32.0,34000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,4000.0,7.49,0.0,0.12,N,9.0
24.0,41600,,0.0,MEDICAL,,8000.0,10.59,0.0,0.19,N,4.0
28.0,34000,RENT,1.0,VENTURE,C,5000.0,14.26,1.0,0.15,Y,9.0
21.0,16200,RENT,2.0,MEDICAL,D,2200.0,16.49,1.0,0.14,N,2.0
25.0,46000,RENT,3.0,PERSONAL,C,6000.0,14.72,0.0,0.13,Y,4.0
25.0,76000,RENT,4.0,EDUCATION,C,13200.0,,0.0,7.0529915060265225,,4.0
21.0,21000,RENT,5.0,MEDICAL,F,,20.89,1.0,0.24,N,2.0
31.0,84996,MORTGAGE,1.0,VENTURE,A,2500.0,8.49,0.0,0.03,N,10.0
34.0,50000,OWN,2.0,PERSONAL,B,12000.0,,0.0,0.24,N,9.0
23.0,86000,RENT,0.0,VENTURE,B,4800.0,9.62,0.0,0.06,N,3.0
22.0,19200,RENT,0.0,VENTURE,B,4000.0,10.25,30.65193366464861,0.21,N,3.0
27.0,22800,RENT,5.0,PERSONAL,C,3500.0,13.99,1.0,0.15,Y,10.0
28.0,35000,RENT,0.0,,A,5000.0,8.9,1.0,0.14,N,9.0
23.0,50000,RENT,7.0,MEDICAL,,10000.0,,,0.2,N,2.0
30.0,36000,MORTGAGE,,MEDICAL,B,15000.0,11.83,0.0,9.552991506026522,N,5.0
22.0,22560,RENT,3.0,PERSONAL,,4200.0,15.2,1.0,,Y,4.0
27.0,157544,,8.0,DEBTCONSOLIDATION,,35000.0,12.99,,,Y,
28.0,93200,RENT,1.0,VENTURE,A,8800.0,7.88,0.0,0.09,N,7.0
25.0,50000,RENT,2.0,,B,4000.0,10.37,0.0,0.08,N,2.0
24.0,64000,MORTGAGE,2.0,DEBTCONSOLIDATION,E,,17.56,1.0,0.19,Y,241.97373313795518
28.0,78000,RENT,5.0,VENTURE,B,12000.0,10.62,0.0,0.15,,10.0
33.0,50750,RENT,2.0,PERSONAL,C,7500.0,,0.0,0.15,Y,6.0
,45000,MORTGAGE,4.0,HOMEIMPROVEMENT,C,14000.0,13.48,0.0,0.31,Y,5.0
,70000,MORTGAGE,4.0,PRESONAL,C,15000.0,13.16,1.0,,Y,3.0
30.0,26000,OWN,,PERSONAL,B,1200.0,10.99,0.0,,N,6.0
26.0,41400,RENT,5.0,,,7300.0,9.45,0.0,0.18,N,4.0
29.0,37440,RENT,2.0,MEDICAL,A,3000.0,216.124613390021,0.0,0.08,N,
31.0,36000,RENT,3.0,PERSONAL,B,10000.0,268.424613390021,20.65193366464861,0.28,N,5.0
21.0,25200,RENT,5.0,VENTURE,A,6000.0,8.94,0.0,0.24,N,3.0
24.0,24000,RENT,5.0,MEDICAL,,5500.0,14.27,0.0,0.23,N,2.0
22.0,36850,RENT,3.0,,B,5200.0,12.42,0.0,0.14,,4.0
23.0,57188,MORTGAGE,7.0,VENTURE,A,17450.0,6.62,0.0,0.31,,3.0
22.0,38000,RENT,2.0,DEBTCONSOLIDATION,F,6400.0,368.12461339002107,1.0,,N,3.0
,165000,MORTGAGE,3.0,VENTURE,B,8000.0,11.49,0.0,5.852991506026522,N,8.0
,27600,MORTGAGE,1.0,PERSONAL,C,2000.0,14.27,0.0,0.07,Y,
31.0,36000,MORTGAGE,5.0,VENTURE,A,6000.0,,0.0,0.17,N,9.0
27.0,75000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,3900.0,10.51,,0.05,N,8.0
,150000,MORTGAGE,8.0,VENTURE,C,15000.0,13.16,0.0,,Y,231.97373313795518
39.0,250000,MORTGAGE,21.0,,C,4000.0,15.23,0.0,0.02,N,13.0
24.0,195000,MORTGAGE,,MEDICAL,A,5000.0,8.9,0.0,0.03,N,3.0
29.0,91440,RENT,13.0,,A,,6.54,0.0,,,
25.0,75000,MORTGAGE,9.0,,A,7200.0,,0.0,0.1,N,4.0
25.0,126000,MORTGAGE,9.0,VENTURE,B,10200.0,,0.0,0.08,N,4.0
32.0,22000,RENT,9.0,MEDICAL,E,,18.39,1.0,0.45,Y,6.0
39.0,125000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,4500.0,6.62,0.0,0.04,N,11.0
23.0,38400,,5.0,EDUCATION,B,13000.0,11.71,1.0,0.34,N,3.0
45.0,180000,MORTGAGE,8.0,MEDICAL,A,10000.0,5.99,0.0,0.06,N,11.0
35.0,42000,RENT,3.0,PERSONAL,D,,15.62,0.0,0.08,N,5.0
26.0,34000,MORTGAGE,3.0,MEDICAL,D,4000.0,,1.0,0.12,N,3.0
22.0,35500,MORTGAGE,207.32559472570594,EDUCATION,C,4000.0,12.53,0.0,6.452991506026523,N,
,63000,RENT,0.0,EDUCATION,B,4000.0,11.49,0.0,0.06,N,3.0
28.0,80000,RENT,5.0,DEBTCONSOLIDATION,B,2200.0,9.99,0.0,0.03,,
23.0,45000,RENT,,PERSONAL,A,15000.0,7.9,1.0,0.33,N,4.0
35.0,65000,MORTGAGE,,DEBTCONSOLIDATION,A,6500.0,5.42,0.0,0.1,N,7.0
24.0,54000,MORTGAGE,,HOMEIMPROVEMENT,C,378651.2915151717,14.65,1.0,0.12,Y,2.0
24.0,55000,MORTGAGE,8.0,,A,5500.0,8.59,,0.1,N,4.0
38.0,56524,RENT,16.0,HOMEIMPROVEMENT,B,22000.0,10.75,1.0,0.39,N,15.0
30.0,190000,RET,3.0,DEBTCONSOLIDATION,B,15000.0,11.48,0.0,0.08,N,8.0
29.0,144000,MORTGAGE,,DEBTCONSOLIDATION,C,,13.06,0.0,0.03,N,7.0
22.0,36250,RENT,6.0,EDUCATION,C,6000.0,14.22,0.0,7.0529915060265225,Y,3.0
23.0,70000,RENT,2.0,EDCATION,C,,13.16,0.0,,Y,3.0
28.0,32640,RENT,3.0,MEDICAL,,4500.0,7.14,0.0,0.14,N,8.0
23.0,128000,MORTGAGE,7.0,EDUCATION,A,,7.49,0.0,0.05,N,2.0
22.0,45630,RENT,0.0,,E,2500.0,18.64,1.0,0.05,Y,4.0
33.0,186996,MORTGAGE,,EDUCATION,D,,,0.0,0.13,Y,8.0
27.0,30000,MORTGAGE,3.0,PERSONAL,C,5350.0,13.06,1.0,0.18,N,6.0
31.0,110000,,15.0,,A,6000.0,6.99,,0.05,,6.0
23.0,90000,RENT,,MEDICAL,A,12000.0,8.9,0.0,0.13,N,3.0
648.1938274525821,74000,MORTGAGE,2.0,MEDICAL,A,20500.0,6.54,0.0,0.28,N,10.0
25.0,41000,RENT,,PERSONAL,B,12000.0,10.0,1.0,0.29,N,3.0
22.0,34000,MORTGAGE,5.0,MEDICAL,B,430651.2915151717,10.99,0.0,0.34,,2.0
22.0,100000,,0.0,MEDICAL,C,555651.2915151718,13.47,0.0,0.24,N,4.0
22.0,55082,RENT,6.0,MEDICAL,F,12000.0,,1.0,0.19,Y,3.0
36.0,24960,RENT,3.0,VENTURE,A,5000.0,,0.0,7.352991506026522,N,15.0
25.0,36000,RENT,,DEBTCONSOLIDATION,C,7500.0,13.49,0.0,0.21,N,4.0
26.0,115000,MORTGAGE,5.0,VENTUER,B,6000.0,10.75,,0.05,,2.0
24.0,102000,MORTGAGE,6.0,VENTURE,B,9800.0,10.36,0.0,0.1,N,4.0
23.0,25200,OWN,3.0,EDUCATION,B,,11.48,0.0,0.04,N,
29.0,144000,MORTGAGE,,VENTURE,A,16000.0,6.62,0.0,0.11,N,9.0
29.0,80000,RENT,257.32559472570597,MEDICAL,B,12500.0,11.71,0.0,0.16,N,7.0
25.0,70000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,15600.0,11.71,0.0,0.22,N,3.0
27.0,23400,RENT,2.0,PERSONAL,A,4000.0,7.49,0.0,0.17,N,6.0
23.0,48600,RENT,2.0,DEBTCONSOLIDATION,B,4800.0,10.36,0.0,0.1,N,3.0
32.0,44000,RENT,4.0,,G,5000.0,20.17,1.0,0.11,N,10.0
39.0,45000,MORTGAGE,4.0,VENTURE,A,8625.0,,,,,13.0
26.0,68000,MORTGAGE,11.0,MEDICAL,D,25000.0,15.65,1.0,0.31,N,2.0
29.0,24960,RENT,13.0,DEBTCONSOLIDATION,A,,,0.0,,N,301.97373313795515
29.0,75000,MORTGAGE,9.0,,B,8000.0,11.99,0.0,0.11,N,5.0
35.0,30000,,5.0,MEDICAL,A,1500.0,,1.0,0.05,N,8.0
26.0,29400,MORTGAGE,4.0,MEDICAL,A,12000.0,9.32,1.0,0.41,,4.0
39.0,24000,RENT,0.0,MEIDCAL,B,2000.0,10.99,0.0,0.08,N,
21.0,21600,RENT,2.0,DEBTCONSOLIDATION,A,,7.51,,6.952991506026523,,2.0
24.0,85000,OWN,4.0,HOMEIMPROVEMENT,,6250.0,14.91,0.0,0.07,N,2.0
28.0,145000,MORTGAGE,9.0,VENTURE,B,25000.0,,0.0,0.17,N,9.0
39.0,56000,MORTGAGE,14.0,,C,10000.0,12.73,0.0,0.18,Y,12.0
22.0,115000,MORTGAGE,6.0,EDUCATION,A,12000.0,5.99,0.0,0.1,N,3.0
30.0,50000,RENT,3.0,VENTURE,C,4500.0,13.11,0.0,0.09,Y,7.0
23.0,33000,RENT,0.0,EDUCATION,A,6500.0,7.51,0.0,0.2,,2.0
25.0,48996,RENT,9.0,EDUCATION,A,11000.0,7.88,0.0,0.22,N,2.0
22.0,72204,OTHER,6.0,VENTURE,C,18000.0,12.53,0.0,0.25,N,
24.0,42000,OWN,7.0,VENTURE,A,12000.0,7.66,0.0,,N,3.0
528.1938274525821,50000,RET,1.0,,A,,6.99,0.0,0.2,N,4.0
23.0,46000,RENT,7.0,HOMEIMPROVEMENT,C,10000.0,13.43,1.0,0.22,N,4.0
24.0,72800,MORTGAGE,0.0,HOMEIMPROVEMENT,B,,10.62,0.0,0.03,N,4.0
22.0,24960,OWN,,PERSONAL,A,4525.0,7.51,0.0,0.18,N,4.0
25.0,48902,MORTGAGE,9.0,PERSONAL,C,6000.0,15.23,1.0,0.12,Y,3.0
22.0,62000,RENT,6.0,MEDICAL,A,12500.0,234.82461339002103,,0.2,N,221.97373313795518
26.0,84996,RENT,4.0,EDUCATION,B,3600.0,11.99,0.0,0.04,N,2.0
23.0,38400,,1.0,VENTURE,B,13250.0,10.99,,,,4.0
31.0,54996,RENT,5.0,PERSONAL,A,5000.0,8.0,,0.09,N,9.0
25.0,24996,RENT,3.0,EDUCATION,C,7500.0,12.98,0.0,0.3,Y,3.0
22.0,42500,RENT,2.0,DEBTCONSOLIDATION,,5000.0,12.42,0.0,0.12,N,4.0
528.1938274525821,45000,,0.0,DEBTCONSOLIDATION,A,6250.0,5.42,0.0,0.14,N,
22.0,21600,RENT,,DEBTCONSOLIDATION,D,2000.0,16.89,1.0,0.09,N,2.0
25.0,24000,RENT,3.0,VENTURE,B,13250.0,10.37,1.0,0.55,,2.0
,12000,OWN,,DEBTCONSOLIDATION,A,4800.0,7.29,1.0,0.4,N,321.97373313795515
29.0,108000,,11.0,EDUCATION,B,16000.0,,30.65193366464861,0.15,N,7.0
28.0,79200,RENT,6.0,MEDCIAL,A,10000.0,7.66,0.0,0.13,N,10.0
23.0,15600,RENT,1.0,VENTURE,A,,5.99,1.0,0.29,N,241.97373313795518
28.0,45000,RENT,1.0,DEBTCONSOLIDATION,B,10000.0,9.91,0.0,0.22,N,6.0
38.0,40000,OWN,6.0,MEDICAL,,9000.0,7.49,0.0,0.23,N,16.0
22.0,33600,OWN,,MEDICAL,D,5000.0,18.25,0.0,0.15,N,2.0
26.0,59000,RENT,1.0,HOMEIMPROVEMENT,D,12000.0,,1.0,0.2,N,4.0
28.0,62040,RENT,0.0,PERSONAL,C,13400.0,13.06,0.0,0.22,Y,6.0
22.0,74000,RENT,6.0,PERSONAL,B,,10.65,0.0,0.17,N,3.0
25.0,57500,RENT,4.0,EDUCATION,C,6000.0,11.28,1.0,0.1,N,3.0
26.0,34515,MORTGAGE,11.0,DEBTCONSOLIDATION,A,369651.2915151717,7.68,0.0,0.16,N,4.0
28.0,56461,RENT,5.0,EDUCATION,,5400.0,,0.0,0.1,Y,6.0
578.1938274525821,43200,MORTGAGE,10.0,HOMEIMPROVEMENT,B,2500.0,9.88,0.0,0.06,N,4.0
24.0,60000,RENT,0.0,,A,7000.0,7.88,0.0,0.12,,3.0
24.0,66000,RENT,0.0,HOMEIMPROVEMENT,A,8400.0,,0.0,0.13,N,2.0
26.0,108000,RENT,,DEBTCONSOLIDATION,D,7500.0,16.77,1.0,0.07,Y,3.0
27.0,25000,RENT,0.0,MEDICAL,,7000.0,8.9,0.0,0.28,,10.0
32.0,66504,RENT,11.0,HOMEIMPROVEMENT,B,3500.0,11.99,0.0,0.05,N,8.0
538.1938274525821,44400,RENT,2.0,EDUCATION,C,5500.0,12.73,0.0,0.12,N,241.97373313795518
22.0,48000,RENT,,,A,13000.0,240.72461339002103,30.65193366464861,0.27,N,
35.0,66000,MORTGAGE,4.0,EDUCATION,A,3000.0,6.03,0.0,0.05,N,10.0
32.0,100000,RENT,3.0,,C,5000.0,,0.0,,N,6.0
30.0,168000,RENT,1.0,DEBTCONSOLIDATION,D,18000.0,14.46,1.0,,Y,9.0
25.0,44000,MORTGAGE,7.0,EDUCATION,B,7500.0,10.08,1.0,,N,4.0
25.0,32000,RENT,2.0,DEBTCONSOLIDATION,B,8000.0,,0.0,0.25,N,
24.0,85000,MORTGAGE,5.0,HOMEIMPROVEMENT,B,12000.0,11.14,,0.14,N,3.0
47.0,244000,RENT,10.0,HOMEIMPROVEMNT,C,9000.0,13.61,0.0,0.04,N,11.0
22.0,86000,MORTGAGE,,EDUCATION,C,18000.0,13.48,1.0,0.21,N,
,80000,ENT,8.0,DEBTCONSOLIDATION,D,5000.0,14.96,1.0,,,4.0
23.0,100000,RENT,0.0,PERSONAL,B,10000.0,11.46,0.0,0.1,N,2.0
31.0,93000,MORTGAGE,10.0,MEDICAL,A,3000.0,8.49,0.0,0.03,N,8.0
21.0,15300,RENT,5.0,HOMEIMPROVEMENT,B,3150.0,10.99,1.0,0.21,N,4.0
37.0,38400,MORTGAGE,,DEBTCONSOLIDATION,A,2400.0,,0.0,0.06,N,17.0
33.0,48000,OWN,5.0,VENTURE,,14400.0,12.42,0.0,0.3,N,
,100000,MORTGAGE,6.0,MEDICAL,B,6000.0,10.99,0.0,0.06,N,6.0
25.0,160000,MORTGAGE,2.0,EDUCATION,A,9000.0,,,0.06,N,3.0
23.0,67200,RENT,,VENTURE,,,,0.0,0.12,N,3.0
29.0,136000,MORTGAGE,4.0,DEBTCONSOLIDATION,D,7775.0,14.96,1.0,0.06,Y,5.0
24.0,108000,RENT,8.0,EDUCATION,B,5000.0,12.69,0.0,0.05,,241.97373313795518
40.0,21600,RENT,2.0,HOMEIMPROVEMENT,D,3000.0,14.09,1.0,0.14,Y,13.0
23.0,135000,OWN,7.0,VENTURE,A,16000.0,6.91,20.65193366464861,0.12,N,3.0
28.0,62000,RENT,2.0,,C,12800.0,13.16,,,Y,
27.0,30000,RENT,12.0,DEBTCONSOLIDATION,B,16000.0,10.99,1.0,0.53,N,6.0
23.0,78000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,8000.0,12.87,1.0,0.1,Y,3.0
558.1938274525821,31000,RENT,1.0,EDUCATION,D,340651.2915151717,14.54,1.0,0.08,Y,3.0
31.0,30000,RENT,10.0,VENTURE,D,4400.0,15.62,0.0,0.15,N,8.0
23.0,37500,RENT,5.0,PERSONAL,B,7000.0,12.69,0.0,0.19,N,4.0
23.0,50205,MORTGAGE,7.0,,A,5300.0,5.42,0.0,0.11,N,4.0
31.0,78996,MORTGAGE,2.0,EDUCATION,B,15600.0,12.53,1.0,0.2,N,5.0
21.0,36000,RENT,3.0,,A,15000.0,6.62,1.0,0.42,N,2.0
32.0,60000,RENT,2.0,PERSONAL,B,6000.0,11.36,0.0,0.1,N,8.0
24.0,105804,MORTGAGE,,PERSONAL,,15000.0,7.49,0.0,,N,3.0
28.0,125000,RENT,5.0,EDUCATION,B,10000.0,9.99,0.0,0.08,,9.0
28.0,45000,,5.0,,D,15000.0,15.99,0.0,0.33,Y,8.0
26.0,79700,MORTGAGE,9.0,DEBTCONSOLIDATION,B,7200.0,9.99,0.0,0.09,N,3.0
34.0,195000,MORTGAGE,18.0,PERSONAL,A,6000.0,6.92,0.0,0.03,,10.0
27.0,57500,RENT,0.0,MEDICAL,A,5000.0,,0.0,,N,6.0
28.0,80000,RENT,12.0,EDUCATION,D,35000.0,15.62,1.0,0.44,N,10.0
24.0,60000,RENT,5.0,HOMEIMPROVEMENT,D,3400.0,,0.0,0.06,N,2.0
34.0,55000,MORTGAGE,6.0,HOMEIMPROVEMENT,C,2500.0,13.49,0.0,0.05,N,7.0
28.0,109200,MORTGAGE,12.0,PERSONAL,B,8000.0,11.12,0.0,0.07,N,6.0
31.0,52000,,6.0,,A,10000.0,8.49,0.0,0.19,N,5.0
26.0,85200,MORTGAGE,10.0,,A,8000.0,6.03,0.0,0.09,N,4.0
22.0,24000,RENT,267.32559472570597,DEBTCONSOLIDATION,B,7125.0,9.67,0.0,0.3,N,
33.0,51200,RENT,1.0,VENTURE,E,13075.0,16.7,1.0,0.26,Y,8.0
30.0,36000,MORTGAGE,13.0,MEDICAL,B,5000.0,10.65,0.0,0.14,N,9.0
24.0,54000,,6.0,DEBTCONSOLIDATION,A,5500.0,8.07,0.0,0.1,N,2.0
23.0,51600,MORTGAGE,4.0,EDUCATION,B,7200.0,10.65,0.0,0.14,N,3.0
,75860,RENT,9.0,MEDICAL,B,24000.0,10.99,1.0,0.32,N,5.0
38.0,27600,RENT,3.0,MEDICAL,D,5000.0,14.59,1.0,0.18,Y,16.0
29.0,35000,MORTGAGE,1.0,PERSONAL,A,3600.0,8.0,20.65193366464861,0.1,N,9.0
22.0,24000,OWN,2.0,PERSONAL,C,3000.0,13.61,0.0,0.13,,2.0
23.0,38000,RENT,0.0,MEDICAL,B,5000.0,11.58,0.0,0.13,N,3.0
24.0,57000,MORTGAGE,8.0,EDUCATION,A,6000.0,,20.65193366464861,0.11,N,3.0
22.0,40800,MORTGAGE,,EDUCATION,C,17050.0,,0.0,0.42,Y,2.0
23.0,47000,RENT,7.0,PERSNAL,E,2400.0,13.75,0.0,0.05,Y,4.0
33.0,92259,RENT,2.0,EDUCATION,B,11500.0,10.0,0.0,0.12,N,7.0
24.0,29000,MORTGAGE,1.0,MEDICAL,D,6000.0,15.62,1.0,0.21,N,3.0
31.0,36000,RENT,14.0,EDUCATION,C,7000.0,13.72,0.0,0.19,N,8.0
23.0,40800,MORTGAGE,4.0,,B,10400.0,10.0,0.0,0.25,N,2.0
,81600,RENT,5.0,VENTURE,C,8000.0,12.84,,0.1,Y,2.0
24.0,51996,MORTGAGE,3.0,PERSONAL,A,7000.0,7.49,0.0,0.13,N,3.0
27.0,55200,WON,4.0,EDUCATION,B,4000.0,,0.0,0.07,N,10.0
30.0,40525,MORTGAGE,8.0,HOMIEMPROVEMENT,C,4800.0,14.65,1.0,,N,10.0
27.0,88000,RENT,,VENTURE,A,10000.0,,0.0,0.11,N,7.0
25.0,40000,RENT,6.0,VENTURE,C,10000.0,13.48,0.0,0.25,N,3.0
35.0,40800,,257.32559472570597,VENTURE,A,5000.0,6.54,0.0,0.12,N,251.97373313795518
,54000,RENT,6.0,,D,7000.0,14.96,1.0,0.13,Y,4.0
33.0,103000,RENT,0.0,EDUCATION,C,9000.0,14.65,,0.09,Y,9.0
,65000,,5.0,EDUCATION,B,4000.0,11.49,0.0,0.06,N,4.0
25.0,45996,RENT,2.0,VENTURE,G,5000.0,,1.0,0.11,Y,2.0
30.0,97000,MORTGAGE,5.0,VENTURE,D,25000.0,16.32,0.0,0.26,Y,5.0
24.0,66766,MORTGAGE,,HOMEIMPROVEMENT,A,9000.0,,0.0,0.13,,2.0
28.0,20000,RENT,5.0,EDUCATION,B,4000.0,10.99,0.0,0.2,N,10.0
25.0,78000,MORTGAGE,9.0,EDUCATION,,14200.0,11.48,0.0,0.18,N,3.0
28.0,10800,RENT,0.0,DEBTCONSOLIDATION,B,4200.0,11.83,1.0,0.39,N,5.0
21.0,50000,RENT,5.0,,C,1000.0,13.49,0.0,0.02,N,
,68000,RENT,4.0,,B,18000.0,,0.0,0.26,N,2.0
33.0,44000,RENT,3.0,MEDICAL,B,2725.0,12.18,1.0,0.06,N,6.0
,186000,OWN,7.0,VENTURE,A,3000.0,6.39,0.0,0.02,N,
32.0,49000,MORTGAGE,3.0,MEDICAL,B,11500.0,,1.0,,N,9.0
,110000,,6.0,VENTURE,B,,9.99,0.0,,N,3.0
27.0,42500,MORTGAGE,4.0,DEBTCONSOLIDATION,C,8000.0,13.06,0.0,0.19,N,5.0
30.0,200000,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000.0,8.59,0.0,0.05,N,7.0
25.0,25000,RETN,5.0,HOMEIMPROVEMENT,B,3450.0,11.99,1.0,0.14,,4.0
25.0,45000,,,VENTURE,B,17000.0,11.89,0.0,0.38,N,2.0
25.0,20400,RENT,3.0,VENTURE,C,,12.98,0.0,0.23,Y,4.0
22.0,48000,MORTGAGE,6.0,EDUCATION,A,414901.2915151717,9.63,0.0,0.21,N,2.0
28.0,55000,MORTGAGE,5.0,PERSONAL,A,4800.0,5.79,0.0,0.09,N,6.0
,43300,MORTGAGE,2.0,DEBTCONSOLIDATION,B,24000.0,10.62,0.0,0.55,N,2.0
,110500,RENT,2.0,,A,9000.0,5.79,0.0,0.08,,4.0
,74000,,10.0,EDUCATION,D,3600.0,15.62,1.0,0.05,Y,12.0
25.0,31000,RENT,5.0,DEBTCONSOLIDATION,D,9600.0,16.77,1.0,0.31,N,3.0
22.0,66996,OWN,3.0,VENTURE,C,7000.0,14.72,,0.1,Y,3.0
36.0,64000,MORTGAGE,20.0,DEBTCONSOLIDATION,E,6800.0,18.39,1.0,0.11,Y,12.0
,25000,RENT,0.0,EVNTURE,D,3000.0,15.33,1.0,0.12,N,8.0
25.0,60000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,3200.0,5.42,,0.05,N,241.97373313795518
35.0,44000,RENT,3.0,PERSONAL,E,5000.0,16.95,1.0,0.11,Y,9.0
21.0,35000,ERNT,3.0,MEDICAL,B,,12.69,0.0,0.18,N,4.0
22.0,54996,,5.0,DEBTCONSOLIDATION,A,7200.0,7.66,0.0,0.13,N,2.0
,56004,MORTGAGE,,EDUCATION,C,10000.0,13.61,0.0,0.18,N,4.0
28.0,30000,RENT,4.0,,A,12000.0,6.62,1.0,0.4,N,7.0
27.0,20000,RENT,1.0,,C,6000.0,13.11,0.0,0.3,Y,5.0
22.0,24996,,2.0,PERSONAL,B,445651.2915151717,8.88,,0.52,N,4.0
29.0,40000,OWN,0.0,,A,5000.0,5.42,0.0,0.13,,
,42000,RENT,5.0,EDUCATION,D,13000.0,15.31,1.0,0.31,N,3.0
22.0,35004,OWN,3.0,VENTURE,A,3000.0,7.9,,0.09,N,4.0
28.0,51000,RENT,,DEBTCONSOLIDATION,B,6000.0,12.69,,0.12,N,5.0
24.0,73000,RENT,0.0,VENTURE,E,22400.0,16.7,1.0,0.31,Y,4.0
21.0,75000,ERNT,,PERSONAL,C,12000.0,12.09,0.0,0.16,,2.0
26.0,68000,MORTGAGE,2.0,MEDICAL,A,3600.0,6.54,,0.05,N,3.0
23.0,44400,MORTGAGE,3.0,EDUCATION,A,6500.0,7.51,0.0,0.15,N,4.0
24.0,72000,RENT,3.0,HOMEIMPROVEMENT,A,13200.0,7.29,0.0,0.18,N,3.0
26.0,53004,MORTGAGE,3.0,DEBTCONSOLIDATION,B,,10.0,0.0,0.09,N,4.0
29.0,75000,MORTGAGE,297.32559472570597,PERSONAL,B,8000.0,11.99,0.0,0.11,N,8.0
22.0,39396,MORTGAGE,1.0,EDUCATION,A,5000.0,6.62,0.0,0.13,N,4.0
27.0,69000,RENT,0.0,PERSONAL,D,3325.0,16.32,1.0,0.05,,
,60000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,10000.0,,0.0,0.17,N,3.0
23.0,52000,RENT,4.0,DEBTCONSOLIDATION,C,6000.0,,0.0,0.12,N,4.0
24.0,46000,MORTGAGE,,MEDICAL,A,2000.0,7.66,0.0,0.04,N,2.0
42.0,35010,RENT,4.0,MEDICAL,C,3500.0,12.68,0.0,0.1,Y,16.0
28.0,83137,MORTGAGE,12.0,MEDICAL,C,3600.0,14.72,0.0,0.04,,9.0
27.0,60000,MORTGAGE,8.0,PERSONAL,B,5000.0,9.63,0.0,0.08,N,6.0
29.0,42000,RENT,,EDUCATION,C,390651.2915151717,12.87,0.0,0.18,Y,8.0
25.0,58296,RENT,9.0,DEBTCONSOLIDATION,A,5000.0,6.17,0.0,0.09,N,
23.0,60000,RENT,,EDUCATION,B,8000.0,10.25,0.0,0.13,N,3.0
23.0,39996,RENT,2.0,DEBTCONSOLIDATION,,,7.51,0.0,6.852991506026522,,3.0
26.0,21000,,,PERSONAL,,3000.0,10.59,0.0,0.14,N,2.0
38.0,90000,MORTGAGE,5.0,EDUCATION,,25000.0,,0.0,0.28,,17.0
28.0,32000,,5.0,MEDICAL,A,,,0.0,0.16,N,7.0
22.0,65496,RENT,6.0,VENTURE,B,10000.0,11.11,,0.15,N,4.0
23.0,30000,RENT,2.0,MEDICAL,D,9000.0,14.61,1.0,0.3,,4.0
22.0,65000,RENT,7.0,EDUCATION,A,8000.0,6.54,0.0,0.12,N,4.0
34.0,51600,RENT,,MEDICAL,D,1600.0,314.02461339002105,,0.03,Y,6.0
22.0,50000,RENT,3.0,,C,6000.0,13.49,,0.12,Y,2.0
25.0,96000,RENT,3.0,VENTURE,B,12000.0,11.99,0.0,,,3.0
23.0,46300,RENT,0.0,PERSONAL,A,1675.0,6.54,0.0,0.04,N,3.0
24.0,82632,,0.0,EDUCATION,B,10000.0,12.21,0.0,0.12,N,
24.0,68004,MORTGAGE,7.0,EDUCATION,A,4000.0,6.39,0.0,0.06,N,3.0
50.0,39204,RENT,4.0,VENTURE,A,,5.99,0.0,0.26,N,12.0
30.0,120000,MORTGAGE,5.0,DEBCTONSOLIDATION,B,5000.0,10.38,0.0,0.04,N,9.0
30.0,95000,MORTGAGE,6.0,HOMEIMPROVEMENT,A,12000.0,8.94,0.0,6.652991506026522,N,5.0
25.0,27040,RENT,227.32559472570594,PERSONAL,,6000.0,7.9,0.0,0.22,N,2.0
23.0,24000,RENT,0.0,VENTURE,A,,6.54,1.0,,N,3.0
23.0,50000,MORTGAGE,0.0,VENTURE,A,6100.0,,0.0,0.12,N,
43.0,39000,MORTGAGE,12.0,VENTURE,,8000.0,9.99,0.0,0.21,N,16.0
29.0,110000,MORTGAGE,1.0,EDUCATION,E,12800.0,16.82,0.0,0.12,N,6.0
25.0,20000,RENT,0.0,MEDICAL,C,3500.0,10.28,0.0,0.17,Y,3.0
22.0,32496,RENT,4.0,PERSONAL,C,6000.0,13.04,0.0,0.18,N,
27.0,56000,RENT,5.0,HOMEIMPROVEMENT,B,515651.2915151717,12.18,1.0,0.36,N,10.0
36.0,76464,,8.0,,C,20000.0,13.22,0.0,0.26,,12.0
34.0,42000,OWN,1.0,VENTURE,A,22750.0,6.91,0.0,0.54,N,10.0
32.0,54000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,12000.0,7.66,0.0,0.22,N,6.0
